Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Yield_Metric_t_ha,Profit_Margin_Pct,Water_Productivity_t_m3,Total_NPK_kg_ha,Cost_Per_Tonne_INR,Pesticide_Risk_Ratio
SF12133,Andhra Pradesh,Guntur,Maize,Zaid,10.01,80,33.1,55,7.2,7.23,25.3,133.5,45.3,119.4,Sprinkler,283.3,5.11,0.94,1.82,18.22,19039,790705,346891,-443814,5981,3.046,31.9,1.82,-127.940477,0.003046313,298.2,43397.63996,0.160188088
SF12134,Karnataka,Raichur,Groundnut,Zaid,1.9,262.5,29,43.7,8,6.49,13.2,68.3,15.8,122.2,Flood,211.6,9.97,0.79,1.29,2.45,52060,153690,127547,-26143,1350,1.815,21.6,1.29,-20.49675806,0.001814815,206.3,62730.61224,0.461574074
SF12135,Telangana,Nalgonda,Groundnut,Rabi,10.72,170,22.3,60.7,7.7,7.67,26.5,111.8,82.5,98.7,Drip,191.2,6.15,0.65,0.49,5.25,46055,667589,241789,-425800,4783,1.098,31.5,0.49,-176.1039584,0.001097637,293,127159.8095,0.195238095
SF12136,Andhra Pradesh,Guntur,Pulses,Rabi,8.12,510.4,23.3,46.1,7.8,6.13,24.8,122.9,68.5,145.9,Rainfed,213.1,7.24,0.68,0.91,7.39,70046,620404,517640,-102764,1950,3.79,26.8,0.91,-19.85240708,0.003789744,337.3,83951.82679,0.270149254
SF12137,Punjab,Ludhiana,Rice,Kharif,10.82,860.4,30.8,85.7,7.8,6.61,27.8,114.7,52.4,94,Sprinkler,168.1,3.94,0.77,3.7,40.03,21100,759705,844633,84928,16609,2.41,59.3,3.7,10.05501798,0.002410139,261.1,18978.39121,0.066441821
SF12138,Punjab,Ludhiana,Rice,Rabi,4.77,256,23.7,71.9,7.2,7.26,20.4,133.6,51.5,105.5,Rainfed,212.2,4.9,0.98,1.85,8.82,21889,320528,193061,-127467,4536,1.944,30.8,1.85,-66.02420996,0.001944444,290.6,36341.04308,0.159090909
SF12139,Gujarat,Rajkot,Chilli,Kharif,8.15,818.2,28.5,61.1,8.2,7.83,34.4,121.6,42.9,124.4,Rainfed,195.5,8.12,0.84,0.47,3.83,96439,675702,369361,-306341,2609,1.468,25.4,0.47,-82.93810121,0.001467995,288.9,176423.4987,0.319685039
SF12140,Punjab,Ludhiana,Cotton,Kharif,0.61,774.5,29.2,75.8,7.1,6.41,31,114.7,64.5,105.5,Flood,239.3,6.17,1,1.43,0.87,65277,44994,56791,11797,604,1.44,53.6,1.43,20.77265764,0.001440397,284.7,51717.24138,0.11511194
SF12141,Karnataka,Raichur,Cotton,Rabi,0.59,421.7,26.5,48.8,9.7,6.26,17.3,96.4,64.6,166,Sprinkler,195.3,3.05,0.73,1.64,0.97,74211,33400,71985,38585,436,2.225,40.9,1.64,53.60144475,0.002224771,327,34432.98969,0.074572127
SF12142,Gujarat,Rajkot,Wheat,Kharif,5.44,820.7,28,68.1,6.4,7.41,25,137.1,53.1,95.5,Flood,207.8,1.33,0.85,1.78,9.68,23750,404535,229900,-174635,3716,2.605,53.6,1.78,-75.96128752,0.002604952,285.7,41790.80579,0.024813433
SF12143,Andhra Pradesh,Guntur,Rice,Rabi,10.48,493.5,20.8,69.9,6.7,6.77,26.2,118.3,46.3,100.6,Rainfed,245.7,5.34,0.74,3.02,31.65,23815,641237,753745,112508,8721,3.629,43.4,3.02,14.92653351,0.003629171,265.2,20260.25276,0.123041475
SF12144,Karnataka,Raichur,Rice,Kharif,1.11,818.6,26.6,55.5,5.8,7.1,25.5,149,58.9,86.1,Drip,199.5,3.96,0.76,4.19,4.65,27935,81001,129898,48897,1645,2.827,55.9,4.19,37.6426119,0.002826748,294,17419.56989,0.070840787
SF12145,Gujarat,Rajkot,Wheat,Kharif,13.86,826.1,30.1,67.2,6.5,6.74,31.9,180.1,59,113.5,Drip,217.8,4.66,0.86,3.95,54.75,24853,864895,1360702,495807,7366,7.433,51.1,3.95,36.43758883,0.007432799,352.6,15797.16895,0.091193738
SF12146,Telangana,Nalgonda,Rice,Kharif,14.01,907.1,30.1,62.5,7.2,7.15,29.2,89.8,85.3,80.3,Flood,240.5,3.32,0.93,2.52,35.31,24068,998282,849841,-148441,25404,1.39,56,2.52,-17.4669144,0.001389939,255.4,28271.9343,0.059285714
SF12147,Tamil Nadu,Erode,Cotton,Kharif,8.62,1122.5,30.8,66.8,6,6.96,17.4,97.9,54,69.1,Drip,128.6,6.89,0.68,1.36,11.72,80077,615855,938502,322647,6458,1.815,61.9,1.36,34.37893579,0.001814803,221,52547.35495,0.111308562
SF12148,Madhya Pradesh,Indore,Rice,Kharif,14.23,323.5,22,76.4,7.4,6.46,36.9,119.1,35.3,54.3,Rainfed,165.9,5.38,0.65,2.26,32.16,18367,978170,590683,-387487,12313,2.612,44.8,2.26,-65.59982258,0.002611874,208.7,30415.73383,0.120089286
SF12149,Gujarat,Rajkot,Wheat,Kharif,11.81,1011.8,33.7,67.2,8.5,5.73,25.1,128.9,88,121.1,Flood,94.9,6.97,0.84,0.9,10.63,22632,711342,240578,-470764,8842,1.202,52.8,0.9,-195.680403,0.001202217,338,66918.34431,0.132007576
SF12150,Maharashtra,Nashik,Groundnut,Rabi,14.24,489.1,23.5,71.6,7.3,6.02,19.7,130.9,59.6,46.2,Drip,230.8,3.89,0.97,1,14.24,63324,983595,901734,-81861,6570,2.167,46.2,1,-9.078176047,0.002167428,236.7,69072.68258,0.084199134
SF12151,Andhra Pradesh,Krishna,Pulses,Kharif,9.43,1110,27.4,71.6,7.1,5.2,42.8,157.6,59.4,121.4,Flood,93.5,3.66,0.82,0.3,2.83,86996,548780,246199,-302581,3822,0.74,62.9,0.3,-122.9009866,0.00074045,338.4,193915.1943,0.058187599
SF12152,Gujarat,Rajkot,Rice,Rabi,6.21,310,23.4,48.9,8.3,6.22,23.8,57.9,70.5,127,Flood,174,6.37,0.84,1.91,11.86,19877,513891,235741,-278150,10575,1.122,25.1,1.91,-117.9896581,0.001121513,255.4,43329.76391,0.253784861
SF12153,Andhra Pradesh,Krishna,Rice,Rabi,9.04,323.5,20.9,66.7,6.7,6.69,23.1,106.6,43.7,133.7,Drip,251.5,6.04,0.79,2.75,24.86,22152,591244,550699,-40545,15147,1.641,48.3,2.75,-7.362461163,0.001641249,284,23782.94449,0.12505176
SF12154,Madhya Pradesh,Indore,Rice,Rabi,4.43,296.9,23.3,59.7,5.2,6.99,14.4,118,28.2,132.9,Rainfed,131.5,6.79,0.93,2.1,9.3,17685,333737,164470,-169267,3950,2.354,40.4,2.1,-102.9166413,0.00235443,279.1,35885.69892,0.168069307
SF12155,Telangana,Nalgonda,Cotton,Zaid,6,455.9,32.4,50.7,8.9,6.53,22.3,166.9,20.3,72.5,Rainfed,104.9,2.93,0.66,1.03,6.18,72973,364083,450973,86890,2478,2.494,46.6,1.03,19.26722886,0.002493947,259.7,58913.1068,0.062875536
SF12156,Telangana,Nalgonda,Pulses,Rabi,12.7,216.6,22.9,68.3,8.9,5.51,20.6,154.4,54.8,116.7,Drip,314.1,5.78,0.68,0.3,3.81,75167,1093448,286386,-807062,3477,1.096,47.2,0.3,-281.8091666,0.001095772,325.9,286994.2257,0.122457627
SF12157,Andhra Pradesh,Krishna,Rice,Rabi,5.94,517.8,22.8,48,7.9,6.02,32.5,57.5,23.7,74.1,Drip,127.2,5.73,0.74,1.9,11.29,20945,320978,236469,-84509,7081,1.594,29.8,1.9,-35.73787685,0.001594408,155.3,28430.29229,0.192281879
SF12158,Karnataka,Raichur,Cotton,Kharif,2.93,809.5,30.8,70.1,7.2,7.28,32,82.6,25.3,119.8,Drip,295.4,7.2,0.84,1.43,4.19,71147,225114,298106,72992,2585,1.621,43.6,1.43,24.48525021,0.00162089,227.7,53726.49165,0.165137615
SF12159,Gujarat,Rajkot,Cotton,Kharif,11.17,923.3,31.7,75.3,7.6,8.11,25.1,98.9,80.9,52.2,Rainfed,199.7,5.2,0.68,0.3,3.35,78871,664524,264218,-400306,5133,0.653,50.5,0.3,-151.5059534,0.00065264,232,198365.3731,0.102970297
SF12160,Andhra Pradesh,Guntur,Cotton,Kharif,6.09,1095.9,26,79.8,6.6,5.94,33.8,86.7,78.1,104.5,Drip,267.8,8.54,0.89,0.75,4.57,65235,449847,298124,-151723,3796,1.204,38.6,0.75,-50.89258161,0.001203899,269.3,98434.79212,0.221243523
SF12161,Gujarat,Rajkot,Maize,Rabi,7.56,661.6,24.1,59,8.5,5.85,14.5,114.4,33.7,121.9,Flood,213.2,10.57,0.74,1.84,13.91,18855,607503,262273,-345230,5540,2.511,28.2,1.84,-131.6300191,0.00251083,270,43673.83178,0.374822695
SF12162,Telangana,Warangal,Groundnut,Rabi,1.57,433,21.1,45.4,5,6.8,24.6,197.7,71.2,158.2,Drip,87.1,2.57,0.65,2.74,4.3,58079,97559,249740,152181,648,6.636,49.1,2.74,60.9357732,0.006635802,427.1,22688.13953,0.052342159
SF12163,Karnataka,Raichur,Pulses,Zaid,8.74,364.9,28.3,50.9,8.1,5.71,13.8,160.4,71.4,45.8,Flood,151.3,3.89,0.85,0.32,2.8,78302,632459,219246,-413213,4246,0.659,35.6,0.32,-188.4700291,0.000659444,277.6,225878.2143,0.109269663
SF12164,Telangana,Warangal,Rice,Kharif,5.91,814.5,32.3,73,5.2,5.72,29.8,80.7,51.6,79.6,Flood,218,4.44,0.8,1.04,6.15,20307,437326,124888,-312438,10913,0.564,50.2,1.04,-250.1745564,0.000563548,211.9,71109.9187,0.088446215
SF12165,Tamil Nadu,Erode,Cotton,Zaid,3.48,340.4,34.7,61.8,7.4,7.19,21.9,129.1,65.4,75.2,Sprinkler,236,5.56,0.73,0.81,2.82,61284,238012,172821,-65191,2535,1.112,31.5,0.81,-37.72168892,0.001112426,269.7,84401.41844,0.176507937
SF12166,Tamil Nadu,Erode,Maize,Kharif,6.6,608.8,30.2,74.6,6.1,7.07,33.7,137.9,44.8,101.1,Flood,122.1,2.53,0.8,3.92,25.87,17067,408089,441523,33434,4692,5.514,59.3,3.92,7.572425446,0.00551364,283.8,15774.60379,0.042664418
SF12167,Karnataka,Raichur,Wheat,Zaid,4.13,313.1,30.9,36.8,7.7,7.13,22.8,86.1,72.2,134.1,Drip,153.6,3.89,0.87,2.19,9.04,22499,251614,203391,-48223,2093,4.319,46.5,2.19,-23.70950534,0.004319159,292.4,27833.40708,0.083655914
SF12168,Maharashtra,Nashik,Groundnut,Rabi,10.97,165.5,22.9,61.4,6,8.1,19.5,88.3,78,84.7,Sprinkler,129,3.1,0.79,0.3,3.29,51394,545956,169086,-376870,5406,0.609,36.6,0.3,-222.8865784,0.000608583,251,165944.0729,0.084699454
SF12169,Punjab,Ludhiana,Rice,Rabi,5.78,408.1,26.2,74,7.7,7.76,25.5,133.2,39.8,69.4,Sprinkler,267.3,4.26,0.66,0.75,4.34,25011,419811,108548,-311263,8225,0.528,49.8,0.75,-286.7514832,0.00052766,242.4,96730.64516,0.085542169
SF12170,Telangana,Warangal,Wheat,Rabi,5.27,152.6,20.4,53.5,8.4,7.35,22.5,146,63,99,Sprinkler,92.8,9.95,0.69,1.23,6.48,23917,295012,154982,-140030,2818,2.3,24.5,1.23,-90.35242802,0.002299503,308,45526.54321,0.406122449
SF12171,Telangana,Nalgonda,Maize,Zaid,14.05,600.7,28.1,57.8,9.7,6.23,12.5,108.5,21.8,147.5,Drip,227.7,8.57,0.84,3.16,44.4,19558,1231539,868375,-363164,6443,6.891,32.8,3.16,-41.82110263,0.0068912,277.8,27737.36486,0.261280488
SF12172,Andhra Pradesh,Krishna,Pulses,Rabi,9.95,297.2,18.5,68.1,5.9,7.41,30.3,120.5,57.8,80.7,Rainfed,161.5,5.44,0.73,0.41,4.08,67742,684314,276387,-407927,2105,1.938,30.2,0.41,-147.5926871,0.001938242,259,167724.0196,0.18013245
SF12173,Punjab,Ludhiana,Pulses,Kharif,1.67,627.6,23.2,73.5,7.2,6.12,27.9,128.1,76.4,142.7,Sprinkler,184.8,6.7,0.73,1.33,2.22,71432,110314,158579,48265,695,3.194,35.4,1.33,30.43593414,0.003194245,347.2,49690.99099,0.189265537
SF12174,Andhra Pradesh,Krishna,Wheat,Zaid,12.23,222.2,28.6,62.8,7,7.43,19.6,136.3,48.4,117.8,Flood,312.2,3.85,0.91,1.21,14.8,27861,1040282,412343,-627939,7354,2.013,42.5,1.21,-152.2855972,0.00201251,302.5,70289.32432,0.090588235
SF12175,Telangana,Warangal,Chilli,Kharif,14.42,810.5,28.5,57.8,6.2,6.68,28,141.2,59.6,120.6,Flood,182.1,6.12,0.98,2.84,40.95,91686,1031868,3754542,2722674,11141,3.676,63.7,2.84,72.51680764,0.003675613,321.4,25198.24176,0.096075353
SF12176,Andhra Pradesh,Guntur,Pulses,Rabi,12.1,413.1,21.4,46.8,8.6,5.77,22.4,159.6,71,40,Flood,227.8,6.53,0.66,0.38,4.6,66880,780574,307648,-472926,5417,0.849,34,0.38,-153.7230861,0.000849179,270.6,169690,0.192058824
SF12177,Telangana,Warangal,Sugarcane,Zaid,1.79,247.2,31.4,50.3,8.1,6.23,10.5,157.4,49.6,110.9,Drip,127.6,2.9,0.7,33.78,60.47,3588,82684,216966,134282,3039,19.898,49.2,33.78,61.89080317,0.019897993,317.9,1367.355714,0.058943089
SF12178,Andhra Pradesh,Krishna,Pulses,Kharif,11.69,702.4,31.3,57.9,5.5,6.02,41.5,159.6,47.3,80.7,Sprinkler,202.5,5.77,0.84,0.73,8.53,69784,771261,595258,-176003,4435,1.923,58.9,0.73,-29.56751526,0.001923337,287.6,90417.46776,0.097962649
SF12179,Andhra Pradesh,Krishna,Cotton,Zaid,5.46,372.9,26.2,59.2,7.9,6.59,27.9,123.1,60.6,107.1,Rainfed,53.6,7.6,0.84,1.52,8.3,56820,299728,471606,171878,2043,4.063,34.1,1.52,36.44525303,0.004062653,290.8,36111.80723,0.2228739
SF12180,Gujarat,Rajkot,Wheat,Kharif,10.59,886.7,24,65.2,6.4,7.52,35.3,103.2,72.1,98.7,Drip,211.4,6.31,0.66,1.44,15.25,21179,831091,322980,-508111,3804,4.009,32.5,1.44,-157.3196483,0.004008938,274,54497.77049,0.194153846
SF12181,Tamil Nadu,Erode,Cotton,Rabi,12.67,635.3,24.4,65.1,6.6,6.54,16.3,64.8,63.8,82.1,Rainfed,127,3.84,0.8,1.51,19.13,72972,721783,1395954,674171,6634,2.884,45.6,1.51,48.29464295,0.00288363,210.7,37730.42342,0.084210526
SF12182,Andhra Pradesh,Guntur,Wheat,Rabi,7.39,766.6,22.6,79.1,9.6,7.47,24,163.6,37.3,99.6,Sprinkler,223.4,2.02,0.97,1.51,11.16,26423,496151,294881,-201270,3276,3.407,71.2,1.51,-68.25465188,0.003406593,300.5,44457.97491,0.028370787
SF12183,Andhra Pradesh,Krishna,Rice,Kharif,14.72,812.4,29.3,72.9,7.1,7.73,34.5,123.5,62.9,61.7,Flood,264.8,5.01,0.82,1.01,14.87,21578,1297725,320865,-976860,25877,0.575,40.8,1.01,-304.445795,0.000574642,248.1,87271.35171,0.122794118
SF12184,Karnataka,Raichur,Maize,Kharif,9.27,790.5,30.4,68.5,6.2,7.8,28.3,178.3,30.5,49.4,Rainfed,214.5,1.09,0.98,0.89,8.25,21179,492106,174727,-317379,3188,2.588,68.4,0.89,-181.6427913,0.002587829,258.2,59649.21212,0.015935673
SF12185,Maharashtra,Nashik,Rice,Kharif,1.57,817.6,28.5,49.9,5.1,6.95,31.6,137.6,66.3,118.3,Drip,181.4,4.71,0.98,4.99,7.83,21549,100174,168729,68555,2252,3.477,47.5,4.99,40.63024139,0.003476909,322.2,12793.6143,0.099157895
SF12186,Karnataka,Raichur,Cotton,Rabi,5.56,643.8,21.9,76.4,9.1,6.51,24.7,90.3,39.5,200,Drip,266.4,5.59,0.89,2.08,11.56,77058,460744,890790,430046,3721,3.107,58.4,2.08,48.27692273,0.003106692,329.8,39856.7474,0.095719178
SF12187,Punjab,Ludhiana,Chilli,Rabi,7.33,517.8,18.7,55.2,7.3,6.75,22.6,186,68.4,77.9,Sprinkler,206.4,7.83,0.92,2.14,15.69,92812,568583,1456220,887637,4400,3.566,32.2,2.14,60.95486946,0.003565909,332.3,36238.55959,0.243167702
SF12188,Andhra Pradesh,Krishna,Wheat,Rabi,1.16,323.3,23.5,62.7,8.8,6.99,21,108,33.2,146.2,Rainfed,233.9,6.77,0.96,2.07,2.4,28707,78315,68897,-9418,399,6.015,42.3,2.07,-13.66968083,0.006015038,287.4,32631.25,0.160047281
SF12189,Gujarat,Rajkot,Wheat,Rabi,12.92,268.2,23.8,50.2,8.2,7.75,18.5,173.1,60,80.4,Flood,188.3,6.78,0.95,0.71,9.17,26655,907116,244426,-662690,8511,1.077,29.5,0.71,-271.1209119,0.001077429,313.5,98922.1374,0.229830508
SF12190,Gujarat,Rajkot,Pulses,Kharif,3.18,829.6,27.4,71.6,8,7.08,37.2,132.6,89.1,134.4,Drip,103.7,2.81,0.95,1.75,5.56,70096,198275,389734,191459,1044,5.326,62.5,1.75,49.12555743,0.00532567,356.1,35660.97122,0.04496
SF12191,Tamil Nadu,Erode,Pulses,Zaid,14.62,421,34.5,50.6,8.2,7.01,27,136.1,63.4,124.3,Sprinkler,242.8,3.36,0.69,0.96,14.04,68807,940215,966050,25835,5924,2.37,49.8,0.96,2.674292221,0.00237002,323.8,66966.88034,0.06746988
SF12192,Maharashtra,Nashik,Groundnut,Kharif,7.88,488.1,28.9,84.3,5.2,6.81,36,81.4,69.4,156.2,Rainfed,255.5,6.54,0.79,2.08,16.39,44714,555251,732862,177611,2013,8.142,45.1,2.08,24.23525848,0.008142077,307,33877.42526,0.145011086
SF12193,Punjab,Ludhiana,Cotton,Kharif,2.3,1007.9,26.8,55.1,6.7,6.76,29,146.9,71.6,54.5,Drip,133.2,4.94,0.91,2.09,4.81,60025,160630,288720,128090,1416,3.397,41.4,2.09,44.36478249,0.003396893,273,33395.0104,0.119323671
SF12194,Telangana,Nalgonda,Sugarcane,Kharif,11.32,650.2,25.1,75.1,7.2,5.2,32.2,98.9,45.1,116.3,Sprinkler,192,7.31,0.67,4.86,55.02,3042,767188,167371,-599817,19323,2.847,44.8,4.86,-358.3757043,0.002847384,260.3,13943.80225,0.163169643
SF12195,Andhra Pradesh,Guntur,Groundnut,Rabi,12.7,722.6,22.4,58.6,9.2,6.8,26.5,136.8,67.9,97.7,Flood,269.3,8.92,0.69,1.72,21.84,52866,1057085,1154593,97508,7605,2.872,24.6,1.72,8.445227019,0.002871795,302.4,48401.32784,0.362601626
SF12196,Karnataka,Raichur,Wheat,Kharif,9.92,1015.2,29.5,74.8,7,7.05,30.7,86.4,33.9,76.6,Flood,307.6,6.01,0.96,2.34,23.21,24869,719712,577209,-142503,5925,3.917,68.8,2.34,-24.68828449,0.0039173,196.9,31008.70315,0.087354651
SF12197,Gujarat,Rajkot,Cotton,Rabi,2.05,138.2,23.4,77,5.8,6.67,26.2,123.8,39.8,101.3,Rainfed,266.8,2.51,0.86,1.19,2.44,76986,131002,187846,56844,940,2.596,56.5,1.19,30.26095844,0.002595745,264.9,53689.34426,0.044424779
SF12198,Andhra Pradesh,Krishna,Sugarcane,Rabi,11.92,129.2,18.9,49.2,8.1,7.1,27.5,121.3,34.7,102.2,Drip,242.5,6.9,0.82,37.88,451.53,3792,900341,1712202,811861,20628,21.889,20.9,37.88,47.41619272,0.02188918,258.2,1993.978252,0.330143541
SF12199,Punjab,Ludhiana,Cotton,Rabi,3.34,379.2,21.5,55.5,4.7,6.32,33.8,123.1,55.3,95,Rainfed,165.2,5.16,0.79,1.14,3.81,68276,221021,260132,39111,1412,2.698,31.4,1.14,15.03505912,0.0026983,273.4,58010.76115,0.16433121
SF12200,Gujarat,Rajkot,Rice,Kharif,7.66,900,30.6,73.6,5.7,7.38,37.9,132.8,64.7,161.5,Rainfed,237.6,8.25,0.92,2.01,15.4,20367,478927,313652,-165275,5638,2.731,42,2.01,-52.69374976,0.002731465,359,31099.15584,0.196428571
SF12201,Andhra Pradesh,Guntur,Wheat,Rabi,7.3,744.2,24.9,73.2,8.6,5.79,27.4,149.6,60.1,80.6,Sprinkler,92.3,6.19,0.94,1.22,8.91,22452,507038,200047,-306991,4246,2.098,37.5,1.22,-153.459437,0.002098446,290.3,56906.62177,0.165066667
SF12202,Gujarat,Rajkot,Rice,Rabi,2.24,239.6,24.4,58.9,7,8.19,22.6,166,55.2,94,Flood,88.9,5.74,0.66,0.3,0.67,19607,143692,13137,-130555,4142,0.162,32.8,0.3,-993.7961483,0.000161758,315.2,214465.6716,0.175
SF12203,Maharashtra,Nashik,Rice,Rabi,6.96,434.7,25.6,70.2,8.5,5.85,24.3,90.7,55.3,122,Flood,125.1,3.49,0.71,1.45,10.09,22122,397330,223211,-174119,13104,0.77,57.7,1.45,-78.00646026,0.000769994,268,39378.59267,0.060485269
SF12204,Punjab,Ludhiana,Chilli,Rabi,10.96,151,23.3,52,5.5,6.33,21,126.2,81.9,123.2,Rainfed,158.6,5.01,0.68,1.6,17.54,109739,797266,1924822,1127556,3999,4.386,10.3,1.6,58.57975439,0.004386097,331.3,45454.16192,0.486407767
SF12205,Gujarat,Rajkot,Rice,Rabi,1.34,723.1,20.3,43.9,9.4,5.79,24.5,108.6,70.4,81.8,Flood,252.7,5.97,0.96,1.08,1.45,23290,97838,33770,-64068,2535,0.572,33.1,1.08,-189.7186852,0.000571992,260.8,67474.48276,0.180362538
SF12206,Telangana,Warangal,Maize,Rabi,14.88,344,25,73,7.4,7.08,23.9,187,75.1,114.3,Drip,173.8,3.71,0.87,3.850134409,57.29,22652,967300,1297733,330433,6636,8.633,49.4,3.850134409,25.46232546,0.008633213,376.4,16884.273,0.075101215
SF12207,Telangana,Nalgonda,Wheat,Kharif,13.14,1014.4,26.1,75.4,5.7,7.05,25.9,137.6,85.7,93.9,Flood,244,9.05,0.74,3.06,40.21,19535,1182170,785502,-396668,9763,4.119,36.5,3.06,-50.498662,0.004118611,317.2,29399.90052,0.247945205
SF12208,Gujarat,Rajkot,Sugarcane,Kharif,11.86,493.2,25.9,72.7,8.2,6.7,21.7,124,63.5,101.7,Rainfed,195.2,5.28,0.7,49.02,581.38,3533,933290,2054016,1120726,10873,53.47,44,49.02,54.56267137,0.053470063,289.2,1605.30118,0.12
SF12209,Tamil Nadu,Erode,Rice,Rabi,10.68,220.1,22.1,58.5,7.3,6.54,23.5,139.7,72.5,99.7,Rainfed,270.4,3.65,0.7,2.17,23.18,23729,653891,550038,-103853,8501,2.727,30,2.17,-18.88105913,0.002726738,311.9,28209.27524,0.121666667
SF12210,Punjab,Ludhiana,Wheat,Rabi,12.96,80,21.1,38,8.5,6.75,12.7,123.3,73.3,115.5,Rainfed,218.3,6.74,0.97,2.01,26.05,24254,789561,631817,-157744,4229,6.16,34.2,2.01,-24.96672296,0.006159849,312.1,30309.44338,0.197076023
SF12211,Karnataka,Raichur,Wheat,Rabi,14.27,347.6,22.7,54.4,7.9,5.2,21.2,121.8,57.3,126.2,Drip,290.6,5.82,0.81,0.3,4.28,23948,1097692,102497,-995195,6506,0.658,42.5,0.3,-970.9503693,0.000657854,305.3,256470.0935,0.136941176
SF12212,Karnataka,Raichur,Rice,Kharif,10.65,676.9,24.1,72.1,5.3,6.41,30,98.3,48.2,105.6,Rainfed,140.1,6.3,0.78,3.38,36,19524,734173,702864,-31309,8316,4.329,45.1,3.38,-4.454489062,0.004329004,252.1,20393.69444,0.139689579
SF12213,Andhra Pradesh,Guntur,Cotton,Kharif,0.9,1075.5,33.4,69.8,5.3,6.93,25.4,59,30,99.6,Rainfed,127.1,6.3,0.82,0.81,0.73,62075,52058,45315,-6743,332,2.199,52.2,0.81,-14.88028247,0.002198795,188.6,71312.32877,0.120689655
SF12214,Maharashtra,Nashik,Pulses,Kharif,14.64,504.1,30,61.8,7.3,7.7,37,145.7,44,148.3,Drip,152.6,4.69,0.99,0.45,6.59,84804,900322,558858,-341464,4329,1.522,53.5,0.45,-61.10031529,0.001522292,338,136619.4234,0.087663551
SF12215,Madhya Pradesh,Indore,Pulses,Kharif,4.66,1193.5,27.3,81,6.7,6.81,26.6,145.2,83.8,111,Drip,220.7,2,0.69,1.58,7.36,64519,336955,474860,137905,1300,5.662,69.5,1.58,29.04119109,0.005661538,340,45781.92935,0.028776978
SF12216,Telangana,Warangal,Rice,Rabi,10.41,578.9,24,53.2,5.9,6.68,17.1,127.6,66.2,85.1,Rainfed,282.7,2.93,0.74,3.62,37.68,21534,806130,811401,5271,7422,5.077,57.5,3.62,0.649617144,0.005076799,278.9,21394.10828,0.050956522
SF12217,Tamil Nadu,Erode,Wheat,Kharif,12.12,806.9,29.2,71.4,6.9,8.18,34.3,94.7,61.9,102.6,Flood,116.1,3.28,0.69,0.3,3.64,23250,706041,84630,-621411,7280,0.5,65.2,0.3,-734.2679901,0.0005,259.2,193967.3077,0.050306748
SF12218,Telangana,Nalgonda,Groundnut,Rabi,11.29,482.5,21.5,63.3,8.8,6.72,29.6,124.9,68.6,54.7,Flood,115.2,0.5,0.88,1.58,17.84,52808,536772,942095,405323,7631,2.338,51.1,1.58,43.02358042,0.002337833,248.2,30088.11659,0.009784736
SF12219,Telangana,Warangal,Maize,Zaid,6.72,525.7,32.3,53.7,7.2,6.23,13.9,117.8,64.9,86.4,Flood,252.5,9.32,0.96,2.32,15.59,21682,494726,338022,-156704,4684,3.328,34.6,2.32,-46.35911272,0.003328352,269.1,31733.54715,0.269364162
SF12220,Maharashtra,Nashik,Rice,Rabi,8.12,603.3,20.3,63.3,7.7,6.78,28.4,143.5,50.1,30,Rainfed,134.5,5.97,0.86,3.11,25.25,21575,512275,544769,32494,7378,3.422,39.4,3.11,5.964730005,0.003422337,223.6,20288.11881,0.151522843
SF12221,Telangana,Warangal,Wheat,Kharif,2.56,792.7,28,82,6.9,7.03,28.5,146.5,48.2,122.6,Rainfed,152,1.84,0.71,3.21,8.22,23405,208920,192389,-16531,676,12.16,68.6,3.21,-8.592487096,0.012159763,317.3,25416.05839,0.026822157
SF12222,Telangana,Warangal,Rice,Zaid,2.73,444.7,28.2,50,8.1,5.68,18.1,156.3,62.7,151.4,Flood,171.3,1.65,0.8,1.11,3.03,22236,160169,67375,-92794,4547,0.666,46.5,1.11,-137.7276438,0.000666373,370.4,52861.05611,0.035483871
SF12223,Punjab,Ludhiana,Pulses,Rabi,3.8,440.6,22.1,56.4,7.5,7.57,17.6,148.3,96.5,79.4,Rainfed,179.5,3.97,0.89,0.46,1.75,57972,216203,101451,-114752,902,1.94,50.8,0.46,-113.1107628,0.001940133,324.2,123544.5714,0.078149606
SF12224,Tamil Nadu,Erode,Chilli,Zaid,3.32,377.2,33,56.5,7.2,8.28,25.6,117.4,53.6,135.2,Rainfed,152.4,8.57,0.93,0.3,1,120295,235037,120295,-114742,1129,0.886,31.8,0.3,-95.38384804,0.00088574,306.2,235037,0.269496855
SF12225,Gujarat,Rajkot,Cotton,Rabi,9.04,439.1,25.8,41.7,9.3,6.04,17.9,143.4,41.9,122.3,Sprinkler,192.9,4.07,0.82,1.11,10.03,70309,647444,705199,57755,7441,1.348,54,1.11,8.189886826,0.001347937,307.6,64550.74776,0.07537037
